# INA219 monitor ready | sda=41 scl=42 sample_period_ms=100 calibration=16V_400mA
79942	5.0240	-11.0600	5.0129	103.9000	521.0000
80045	5.0240	-10.3800	5.0136	104.2000	523.0000
80148	5.0240	-10.7200	5.0133	105.9000	531.0000
80251	5.0240	-10.5700	5.0134	104.5000	524.0000
80354	5.0120	-11.4100	5.0006	103.6000	521.0000
80457	5.0160	-10.3700	5.0056	128.1000	642.0000
80560	5.0200	-10.3300	5.0097	115.6000	580.0000
80663	5.0200	-10.3800	5.0096	103.7000	521.0000
80766	5.0240	-10.5300	5.0135	104.7000	526.0000
80869	5.0200	-10.4500	5.0096	104.7000	531.0000
80972	5.0240	-10.5100	5.0135	118.3000	593.0000
81075	5.0240	-10.4300	5.0136	104.3000	562.0000
81178	5.0240	-10.5100	5.0135	103.5000	519.0000
81281	5.0240	-10.6900	5.0133	103.5000	519.0000
81384	5.0240	-10.3600	5.0136	116.6000	585.0000
81487	5.0160	-11.6800	5.0043	107.3000	524.0000
81590	5.0240	-10.4700	5.0135	105.2000	528.0000
81693	5.0240	-10.5100	5.0135	104.0000	521.0000
81796	5.0200	-10.4500	5.0096	105.2000	528.0000
81899	5.0200	-10.3400	5.0097	103.8000	526.0000
82002	5.0240	-10.3600	5.0136	103.7000	521.0000
82105	5.0240	-10.4200	5.0136	105.2000	528.0000
82208	5.0120	-12.4300	4.9996	124.9000	626.0000
82311	5.0160	-11.8900	5.0041	125.0000	626.0000
82414	5.0120	-12.4600	4.9995	123.4000	619.0000
82517	5.0120	-11.7600	5.0002	115.9000	582.0000
82620	5.0240	-10.3500	5.0136	103.7000	523.0000
82723	5.0240	-10.3400	5.0137	103.5000	519.0000
82826	5.0240	-10.4100	5.0136	104.4000	529.0000
82929	5.0160	-10.4800	5.0055	104.5000	524.0000
83032	5.0240	-10.4400	5.0136	104.2000	526.0000
83135	5.0200	-10.4400	5.0096	116.6000	585.0000
83238	5.0200	-10.4200	5.0096	104.0000	521.0000
83341	5.0200	-10.3800	5.0096	104.0000	523.0000
83444	5.0240	-11.7900	5.0122	103.5000	521.0000
83547	5.0200	-10.2900	5.0097	104.2000	524.0000
83650	5.0240	-10.4300	5.0136	104.9000	526.0000
83753	5.0240	-10.4100	5.0136	104.7000	526.0000
83856	5.0200	-10.4000	5.0096	104.9000	528.0000
83959	5.0240	-10.4100	5.0136	114.9000	577.0000
84062	5.0200	-11.6900	5.0083	103.4000	519.0000
84165	5.0240	-10.4600	5.0135	103.7000	528.0000
84268	5.0240	-10.5000	5.0135	106.7000	536.0000
84371	5.0240	-10.4900	5.0135	104.1000	521.0000
84474	5.0240	-15.7700	5.0082	111.6000	560.0000
84577	5.0240	-10.4200	5.0136	112.7000	523.0000
84680	5.0240	-10.3900	5.0136	104.2000	524.0000
84783	5.0240	-10.4000	5.0136	113.9000	590.0000
84886	5.0160	-11.7700	5.0042	105.4000	529.0000
84989	5.0240	-10.4700	5.0135	104.8000	531.0000
85092	5.0240	-10.3800	5.0136	103.7000	521.0000
85195	5.0240	-10.3700	5.0136	104.3000	524.0000
85298	5.0200	-10.4200	5.0096	104.2000	524.0000
85401	5.0240	-10.4100	5.0136	103.6000	521.0000
85504	5.0200	-10.4300	5.0096	104.1000	523.0000
85607	5.0240	-10.4200	5.0136	104.4000	524.0000
85710	5.0120	-11.9400	5.0001	116.7000	554.0000
85813	5.0240	-10.3900	5.0136	103.8000	521.0000
85916	5.0240	-10.4000	5.0136	104.1000	523.0000
86019	5.0240	-10.5000	5.0135	103.4000	519.0000
86122	5.0240	-10.3800	5.0136	104.6000	524.0000
86225	5.0240	-10.3800	5.0136	105.1000	528.0000
86328	5.0240	-10.4600	5.0135	104.6000	531.0000
86431	5.0240	-10.4500	5.0136	105.2000	528.0000
86534	5.0240	-10.4400	5.0136	108.3000	590.0000
86637	5.0200	-11.6600	5.0083	104.9000	526.0000
86740	5.0200	-10.5000	5.0095	104.8000	583.0000
86843	5.0240	-10.5000	5.0135	103.6000	521.0000
86946	5.0240	-10.5100	5.0135	105.0000	528.0000
87049	5.0200	-10.5000	5.0095	105.0000	528.0000
87152	5.0240	-10.4000	5.0136	103.6000	521.0000
87255	5.0120	-12.3400	4.9997	123.2000	619.0000
87358	5.0120	-12.4700	4.9995	123.4000	619.0000
87461	5.0160	-11.7500	5.0042	122.8000	616.0000
87564	5.0160	-12.0200	5.0040	114.8000	575.0000
87667	5.0240	-10.4200	5.0136	104.9000	528.0000
87770	5.0240	-10.4500	5.0136	104.2000	524.0000
87873	5.0200	-10.3900	5.0096	104.6000	524.0000
87976	5.0240	-10.3700	5.0136	103.9000	521.0000
88079	5.0000	-12.7500	4.9872	141.1000	623.0000
88182	5.0240	-10.3600	5.0136	103.7000	521.0000
88285	5.0160	-10.4400	5.0056	117.4000	572.0000
88388	5.0200	-10.4400	5.0096	104.3000	524.0000
88491	5.0240	-10.4400	5.0136	104.4000	528.0000
88594	5.0200	-10.3800	5.0096	103.7000	521.0000
88697	5.0240	-10.4500	5.0136	117.4000	590.0000
88800	5.0240	-10.4100	5.0136	103.7000	521.0000
88903	5.0240	-10.3700	5.0136	105.8000	531.0000
89006	5.0240	-10.4100	5.0136	104.3000	524.0000
89109	5.0240	-10.4500	5.0136	117.2000	588.0000
89212	5.0200	-10.9600	5.0090	104.0000	521.0000
89315	5.0240	-12.0300	5.0120	110.8000	557.0000
89418	5.0240	-10.5100	5.0135	103.4000	519.0000
89521	5.0240	-10.9000	5.0131	110.1000	554.0000
89624	5.0240	-10.3400	5.0137	106.0000	523.0000
89727	5.0240	-10.4500	5.0136	105.1000	528.0000
89830	5.0240	-10.4800	5.0135	104.4000	524.0000
89933	5.0200	-10.4900	5.0095	103.7000	521.0000
90036	5.0160	-12.9900	5.0030	114.7000	528.0000
90139	5.0240	-10.4000	5.0136	105.5000	529.0000
90242	5.0240	-10.3600	5.0136	114.6000	575.0000
90345	5.0240	-10.4800	5.0135	104.5000	524.0000
90448	5.0200	-10.5200	5.0095	105.5000	531.0000
90551	5.0240	-10.4000	5.0136	103.9000	521.0000
90654	5.0240	-10.3700	5.0136	103.6000	521.0000
90757	5.0240	-10.3500	5.0136	104.3000	529.0000
90860	5.0200	-10.4400	5.0096	117.8000	591.0000
90963	5.0240	-10.3600	5.0136	104.9000	528.0000
91066	5.0240	-10.3800	5.0136	115.5000	580.0000
91169	5.0240	-10.5600	5.0134	105.5000	521.0000
91272	5.0240	-10.5300	5.0135	104.0000	523.0000
91375	5.0240	-10.4800	5.0135	103.6000	521.0000
91478	5.0240	-11.7300	5.0123	110.4000	555.0000
91581	5.0240	-10.4200	5.0136	103.9000	521.0000
91684	5.0240	-10.4800	5.0135	117.5000	590.0000
91787	5.0240	-11.8200	5.0122	104.3000	524.0000
91890	5.0160	-12.3300	5.0037	117.4000	588.0000
91993	5.0600	-4.0600	5.0559	40.5000	205.0000
92096	5.0600	-4.0500	5.0560	40.4000	205.0000
92199	5.0480	-6.0000	5.0420	60.1000	303.0000
92302	5.0480	-5.9800	5.0420	59.9000	303.0000
92405	5.0480	-6.0500	5.0419	60.9000	306.0000
92508	5.0760	-0.9400	5.0751	9.4000	48.0000
92611	5.0800	-0.9400	5.0791	9.3000	48.0000
92714	5.0760	-0.9400	5.0751	9.3000	48.0000
92817	5.0800	-0.9400	5.0791	9.3000	48.0000
92920	5.0760	-0.9400	5.0751	9.4000	48.0000
93023	5.0760	-0.9400	5.0751	9.4000	48.0000
93126	5.0760	-0.9400	5.0751	9.4000	48.0000
93229	5.0760	-0.9400	5.0751	9.5000	48.0000
93332	5.0760	-0.9400	5.0751	9.4000	48.0000
93435	5.0760	-0.9400	5.0751	9.3000	48.0000
93538	5.0800	-0.9400	5.0791	9.4000	48.0000
93641	5.0760	-0.9400	5.0751	9.4000	48.0000
93744	5.0800	-0.9400	5.0791	9.4000	48.0000
93847	5.0760	-0.9500	5.0751	9.4000	48.0000
93950	5.0800	-0.9400	5.0791	9.4000	48.0000
94053	5.0760	-0.9400	5.0751	9.4000	48.0000
94156	5.0760	-0.9400	5.0751	9.4000	48.0000
94259	5.0760	-0.9400	5.0751	9.4000	48.0000
94362	5.0760	-0.9400	5.0751	9.4000	48.0000
94465	5.0760	-0.9500	5.0751	9.4000	48.0000
94568	5.0760	-0.9400	5.0751	9.4000	48.0000
94671	5.0760	-0.9400	5.0751	9.4000	48.0000
94774	5.0760	-0.9400	5.0751	9.5000	48.0000
94877	5.0760	-0.9400	5.0751	9.4000	48.0000
94980	5.0760	-0.9400	5.0751	9.4000	48.0000
95083	5.0800	-0.9400	5.0791	9.4000	48.0000
95186	5.0760	-0.9400	5.0751	9.5000	48.0000
95289	5.0760	-0.9400	5.0751	9.4000	48.0000
95392	5.0760	-0.9500	5.0751	9.4000	48.0000
95495	5.0760	-0.9400	5.0751	9.4000	48.0000
95598	5.0760	-0.9400	5.0751	9.4000	48.0000
95701	5.0760	-0.9400	5.0751	9.4000	48.0000
95804	5.0800	-0.9400	5.0791	9.4000	48.0000
95907	5.0760	-0.9400	5.0751	9.4000	48.0000
96010	5.0800	-0.9400	5.0791	9.4000	48.0000
96113	5.0760	-0.9400	5.0751	9.4000	48.0000
96216	5.0800	-0.9400	5.0791	9.4000	48.0000
96319	5.0760	-0.9400	5.0751	9.4000	48.0000
96422	5.0800	-0.9500	5.0791	9.4000	48.0000
96525	5.0760	-0.9400	5.0751	9.4000	48.0000
96628	5.0760	-0.9400	5.0751	9.5000	48.0000
96731	5.0760	-0.9400	5.0751	9.4000	48.0000
96834	5.0760	-0.9400	5.0751	9.4000	48.0000
96937	5.0760	-0.9400	5.0751	9.4000	48.0000
97040	5.0760	-0.9400	5.0751	9.3000	48.0000
97143	5.0760	-0.9500	5.0751	9.4000	48.0000
97246	5.0760	-0.9500	5.0751	9.5000	48.0000
97349	5.0800	-0.9400	5.0791	9.4000	48.0000
97452	5.0760	-0.9400	5.0751	9.4000	48.0000
97555	5.0800	-0.9500	5.0791	9.4000	48.0000
97658	5.0760	-0.9400	5.0751	9.4000	48.0000
97761	5.0760	-0.9400	5.0751	9.5000	48.0000
97864	5.0760	-0.9500	5.0751	9.5000	48.0000
97967	5.0760	-0.9500	5.0751	9.4000	48.0000
98070	5.0760	-0.9500	5.0751	9.4000	48.0000
98173	5.0760	-0.9400	5.0751	9.4000	48.0000
98276	5.0760	-0.9500	5.0751	9.5000	48.0000
98379	5.0760	-0.9400	5.0751	9.5000	48.0000
98482	5.0800	-0.9400	5.0791	9.4000	48.0000
98585	5.0760	-0.9400	5.0751	9.4000	48.0000
98688	5.0800	-0.9500	5.0791	9.5000	48.0000
98791	5.0760	-0.9500	5.0751	9.4000	48.0000
98894	5.0760	-0.9500	5.0751	9.4000	48.0000
98997	5.0760	-0.9400	5.0751	9.4000	48.0000
99100	5.0760	-0.9500	5.0751	9.3000	48.0000
99203	5.0760	-0.9400	5.0751	9.5000	48.0000
99306	5.0760	-0.9500	5.0751	9.4000	48.0000
99409	5.0800	-0.9400	5.0791	9.4000	48.0000
99512	5.0760	-0.9400	5.0751	9.4000	48.0000
99615	5.0800	-0.9400	5.0791	9.3000	48.0000
99718	5.0760	-0.9400	5.0751	9.3000	48.0000
99821	5.0800	-0.9400	5.0791	9.4000	48.0000
99924	5.0760	-0.9500	5.0751	9.4000	48.0000
100027	5.0800	-0.9400	5.0791	9.4000	48.0000
100130	5.0760	-0.9400	5.0751	9.4000	48.0000
100233	5.0760	-0.9400	5.0751	9.4000	48.0000
100336	5.0800	-0.9400	5.0791	9.3000	48.0000
100439	5.0720	-0.9400	5.0711	9.4000	48.0000
100542	5.0800	-0.9400	5.0791	9.4000	48.0000
100645	5.0720	-0.9400	5.0711	9.4000	48.0000
100748	5.0760	-0.9400	5.0751	9.4000	48.0000
100851	5.0760	-0.9500	5.0751	9.5000	48.0000
100954	5.0800	-0.9400	5.0791	9.4000	48.0000
101057	5.0760	-0.9400	5.0751	9.5000	48.0000
101160	5.0760	-0.9400	5.0751	9.4000	48.0000
101263	5.0800	-0.9400	5.0791	9.5000	48.0000
101366	5.0760	-0.9400	5.0751	9.5000	48.0000
101469	5.0760	-0.9400	5.0751	9.4000	48.0000
101572	5.0720	-1.7700	5.0702	17.3000	88.0000
101675	5.0800	-0.9400	5.0791	9.4000	48.0000
101778	5.0760	-0.9400	5.0751	9.4000	48.0000
101881	5.0760	-0.9400	5.0751	9.4000	48.0000
101984	5.0760	-0.9400	5.0751	9.5000	48.0000
102087	5.0800	-0.9500	5.0791	9.4000	48.0000
102190	5.0760	-0.9400	5.0751	9.5000	48.0000
102293	5.0800	-0.9400	5.0791	9.4000	48.0000
102396	5.0760	-0.9400	5.0751	9.4000	48.0000
102499	5.0480	-5.5100	5.0425	55.1000	279.0000
102602	5.0480	-5.9800	5.0420	59.8000	301.0000
102705	5.0480	-5.6400	5.0424	56.2000	283.0000
102808	5.0480	-6.0000	5.0420	59.9000	303.0000
102911	5.0440	-6.4200	5.0376	65.1000	328.0000
103014	5.0520	-5.5500	5.0465	55.0000	279.0000
103117	5.0160	-11.5300	5.0045	115.8000	582.0000
103220	5.0160	-12.1500	5.0038	116.1000	582.0000
103323	5.0240	-12.0600	5.0119	114.4000	583.0000
103426	5.0240	-11.1000	5.0129	104.0000	523.0000
103529	5.0200	-10.4100	5.0096	103.7000	521.0000
103632	5.0240	-11.2100	5.0128	103.0000	518.0000
103735	5.0240	-10.3100	5.0137	103.0000	518.0000
103838	5.0280	-10.3100	5.0177	102.8000	516.0000
103941	5.0280	-10.4100	5.0176	103.0000	524.0000
104044	5.0160	-10.2900	5.0057	114.8000	577.0000
104147	5.0240	-10.7700	5.0132	105.1000	529.0000
104250	5.0200	-10.4800	5.0095	104.6000	526.0000
104353	5.0240	-10.4400	5.0136	103.5000	519.0000
104456	5.0240	-10.4300	5.0136	110.3000	554.0000
104559	5.0240	-10.4400	5.0136	103.5000	519.0000
104662	5.0240	-10.3500	5.0136	103.4000	582.0000
104765	5.0200	-11.6800	5.0083	106.3000	534.0000
104868	5.0240	-10.4500	5.0136	104.4000	524.0000
104971	5.0240	-10.6100	5.0134	103.2000	518.0000
105074	5.0200	-11.7500	5.0082	108.6000	518.0000
105177	5.0280	-10.3200	5.0177	103.6000	521.0000
105280	5.0240	-10.3300	5.0137	103.3000	521.0000
105383	5.0240	-10.3400	5.0137	118.3000	593.0000
105486	5.0200	-10.4100	5.0096	104.0000	523.0000
105589	5.0240	-10.4100	5.0136	105.2000	528.0000
105692	5.0240	-10.3800	5.0136	103.9000	521.0000
105795	5.0200	-10.3300	5.0097	113.0000	569.0000
105898	5.0240	-10.3400	5.0137	103.2000	518.0000
106001	5.0240	-10.3100	5.0137	103.3000	518.0000
106104	5.0160	-12.0700	5.0039	106.2000	534.0000
106207	5.0240	-10.4200	5.0136	104.2000	524.0000
106310	5.0240	-10.4200	5.0136	103.5000	519.0000
106413	5.0200	-10.3300	5.0097	109.5000	519.0000
106516	5.0240	-10.3700	5.0136	103.8000	521.0000
106619	5.0240	-10.3100	5.0137	103.4000	519.0000
106722	5.0240	-10.3500	5.0136	103.6000	519.0000
106825	5.0160	-11.4700	5.0045	104.5000	526.0000
106928	5.0240	-10.4800	5.0135	104.2000	524.0000
107031	5.0240	-10.3800	5.0136	103.5000	523.0000
107134	5.0280	-10.3500	5.0176	103.5000	519.0000
107237	5.0160	-10.3700	5.0056	108.0000	521.0000
107340	5.0240	-10.3300	5.0137	103.4000	519.0000
107443	5.0240	-10.4500	5.0136	107.1000	570.0000
107546	5.0240	-11.1200	5.0129	104.0000	523.0000
107649	5.0240	-10.4400	5.0136	103.8000	521.0000
107752	5.0120	-10.3600	5.0016	103.9000	523.0000
107855	5.0240	-10.7800	5.0132	105.3000	528.0000
107958	5.0240	-10.3200	5.0137	103.2000	519.0000
108061	5.0240	-10.3600	5.0136	103.8000	521.0000
108164	5.0160	-11.8600	5.0041	120.0000	621.0000
108267	5.0160	-12.4900	5.0035	124.7000	624.0000
108370	5.0120	-12.3700	4.9996	123.2000	624.0000
108473	5.0160	-12.4300	5.0036	125.0000	626.0000
108576	5.0120	-12.2800	4.9997	124.2000	623.0000
108679	5.0200	-11.6400	5.0084	117.7000	590.0000
108782	5.0160	-11.7200	5.0043	117.4000	603.0000
108885	5.0160	-10.5100	5.0055	105.2000	528.0000
108988	5.0240	-10.5600	5.0134	104.4000	523.0000
109091	5.0240	-10.3800	5.0136	103.7000	521.0000
109194	5.0160	-10.3900	5.0056	116.8000	587.0000
109297	5.0240	-10.3600	5.0136	103.6000	521.0000
109400	5.0240	-10.3700	5.0136	103.5000	519.0000
109503	5.0240	-10.3600	5.0136	103.9000	524.0000
109606	5.0240	-10.4200	5.0136	104.7000	526.0000
109709	5.0240	-10.4700	5.0135	104.2000	523.0000
109812	5.0240	-10.4100	5.0136	111.2000	559.0000
109915	5.0240	-10.3400	5.0137	104.5000	626.0000
110018	5.0240	-10.3700	5.0136	117.2000	588.0000
110121	5.0240	-10.4400	5.0136	103.5000	521.0000
110224	5.0240	-10.3700	5.0136	104.9000	526.0000
110327	5.0240	-10.5400	5.0135	104.3000	526.0000
110430	5.0240	-10.3900	5.0136	103.8000	521.0000
110533	5.0240	-10.3600	5.0136	103.6000	521.0000
110636	5.0240	-10.3700	5.0136	103.7000	521.0000
110739	5.0240	-10.4200	5.0136	104.2000	524.0000
110842	5.0240	-10.3700	5.0136	103.5000	519.0000
110945	5.0160	-11.6800	5.0043	104.7000	526.0000
111048	5.0240	-10.5200	5.0135	104.2000	526.0000
111151	5.0240	-10.4100	5.0136	104.5000	524.0000
111254	5.0240	-10.3500	5.0136	103.7000	521.0000
111357	5.0240	-10.3600	5.0136	104.1000	523.0000
111460	5.0240	-10.3500	5.0136	103.6000	519.0000
111563	5.0280	-10.3600	5.0176	103.7000	521.0000
111666	5.0200	-11.5600	5.0084	104.3000	528.0000
111769	5.0200	-10.4500	5.0096	120.2000	603.0000
111872	5.0240	-10.3700	5.0136	103.8000	508.0000
111975	5.0160	-10.3700	5.0056	104.3000	524.0000
112078	5.0240	-10.3500	5.0136	100.9000	506.0000
112181	5.0240	-10.4400	5.0136	104.4000	524.0000
112284	5.0240	-10.1000	5.0139	104.0000	523.0000
112387	5.0200	-10.1600	5.0098	104.2000	524.0000
112490	5.0240	-10.1400	5.0139	108.2000	544.0000
112593	5.0240	-10.4700	5.0135	116.6000	585.0000
112696	5.0200	-11.0700	5.0089	103.7000	521.0000
112799	5.0240	-10.3500	5.0136	103.5000	526.0000
112902	5.0240	-10.3300	5.0137	104.6000	526.0000
113005	5.0240	-10.4100	5.0136	105.3000	537.0000
113108	5.0240	-10.5300	5.0135	112.5000	564.0000
113211	5.0240	-10.4900	5.0135	104.5000	524.0000
113314	5.0240	-10.4700	5.0135	106.5000	536.0000
113417	5.0240	-10.4000	5.0136	103.9000	559.0000
113520	5.0160	-12.1300	5.0039	103.5000	519.0000
113623	5.0120	-12.3000	4.9997	125.4000	618.0000
113726	5.0120	-12.7400	4.9993	123.8000	621.0000
113829	5.0080	-12.6800	4.9953	130.9000	618.0000
113932	5.0160	-11.6100	5.0044	115.9000	582.0000
114035	5.0240	-10.4000	5.0136	111.2000	559.0000
114138	5.0240	-10.3400	5.0137	103.5000	519.0000
114241	5.0240	-10.3200	5.0137	104.0000	523.0000
114344	5.0160	-11.4200	5.0046	116.4000	523.0000
114447	5.0240	-10.4800	5.0135	104.3000	524.0000
114550	5.0240	-10.4100	5.0136	104.0000	521.0000
114653	5.0240	-10.3800	5.0136	103.7000	521.0000
114756	5.0240	-10.3800	5.0136	103.6000	523.0000
114859	5.0280	-10.3000	5.0177	103.9000	523.0000
114962	5.0160	-10.3200	5.0057	104.7000	519.0000
115065	5.0280	-11.0900	5.0169	111.4000	560.0000
115168	5.0240	-10.5300	5.0135	120.2000	590.0000
115271	5.0200	-11.8100	5.0082	104.1000	523.0000
115374	5.0240	-10.3500	5.0136	103.6000	521.0000
115477	5.0200	-10.3100	5.0097	117.4000	590.0000
115580	5.0240	-10.3600	5.0136	103.3000	519.0000
115683	5.0240	-10.0100	5.0140	99.8000	501.0000
115786	5.0240	-10.3800	5.0136	104.8000	526.0000
115889	5.0200	-10.4700	5.0095	104.5000	523.0000
115992	5.0240	-10.4300	5.0136	103.8000	521.0000
116095	5.0160	-12.0100	5.0040	103.9000	523.0000
116198	5.0240	-10.3400	5.0137	103.3000	519.0000
116301	5.0200	-10.3300	5.0097	104.8000	529.0000
116404	5.0240	-10.3800	5.0136	104.8000	526.0000
116507	5.0240	-12.1300	5.0119	104.7000	524.0000
116610	5.0240	-11.8900	5.0121	103.7000	521.0000
116713	5.0240	-10.3600	5.0136	103.6000	565.0000
116816	5.0240	-11.1100	5.0129	105.3000	528.0000
116919	5.0160	-10.7000	5.0053	120.2000	519.0000
117022	5.0240	-10.4000	5.0136	103.9000	523.0000
117125	5.0240	-10.5000	5.0135	105.4000	529.0000
117228	5.0200	-10.5100	5.0095	105.3000	529.0000
117331	5.0120	-10.5100	5.0015	104.8000	526.0000
117434	5.0240	-10.4800	5.0135	105.0000	567.0000
117537	5.0240	-10.4600	5.0135	104.5000	524.0000
117640	5.0160	-10.4700	5.0055	107.4000	521.0000
117743	5.0240	-10.4700	5.0135	117.0000	587.0000
117846	5.0200	-10.4300	5.0096	105.9000	532.0000
117949	5.0240	-10.7300	5.0133	106.5000	534.0000
118052	5.0160	-10.3800	5.0056	104.0000	523.0000
118155	5.0240	-10.3400	5.0137	103.5000	519.0000
118258	5.0240	-10.4700	5.0135	104.6000	523.0000
118361	5.0280	-10.3600	5.0176	103.5000	519.0000
118464	5.0240	-10.5100	5.0135	103.9000	523.0000
118567	5.0200	-10.4600	5.0095	105.1000	528.0000
118670	5.0160	-11.7600	5.0042	123.7000	621.0000
118773	5.0120	-12.3600	4.9996	123.7000	619.0000
118876	5.0120	-12.5300	4.9995	123.1000	618.0000
118979	5.0160	-11.6100	5.0044	115.9000	582.0000
119082	5.0240	-10.4000	5.0136	104.3000	524.0000
119185	5.0200	-10.4400	5.0096	104.3000	528.0000
119288	5.0240	-10.5000	5.0135	121.8000	611.0000
119391	5.0240	-10.5000	5.0135	103.8000	524.0000
119494	5.0240	-12.0800	5.0119	111.8000	562.0000
